x_min, x_max, y_min, y_max, z_min, z_max, position_increment, sphere_pts, orientation_num, 
-0.2,0.7,-1,1,-0.2,1.5,0.1,50,20,
x, y, z, qx, qy, qz, qw, j1, j2, j3, j4, j5, j6, j7, 
0,0.1,0.9,0.844791,0.310368,-0.426841,-0.0883543,2.61042,0.574864,-0.474708,1.18126,-1.00589,0.768496,0.331476,
0,0.1,0.9,-0.0112648,0.877424,-0.353145,-0.324482,2.59093,0.295051,-0.223392,1.33556,-0.0086507,-1.35033,0.560965,
0,0.1,0.9,0.700479,0.509244,-0.424114,0.264815,2.6015,0.488008,-0.474708,1.09533,-0.58002,0.873756,0.784416,
0,0.1,0.9,-0.240438,0.807583,-0.538418,0.0103137,2.61489,-0.0512378,0.390936,1.38822,0.0469685,-1.1297,0.329206,
0,0.1,0.9,0.512994,0.653328,-0.137939,0.539419,2.84527,-0.24936,1.06111,0.999379,-0.316724,1.46107,-0.1572,
0,0.1,0.9,-0.432279,0.68054,-0.419986,0.416667,2.93867,-0.393267,1.17281,1.4035,0.115782,-0.758884,0.367518,
0,0.1,0.9,-0.143417,-0.591127,0.78482,-0.118565,2.48413,0.369513,-0.111696,1.36021,0.409935,-0.302168,-0.244011,
0,0.1,0.9,-0.0214381,0.556364,-0.50836,0.65694,2.65324,-0.255591,0.753948,1.31408,0.531304,0.0362713,-0.254154,
0,0.1,0.9,-0.154929,0.475391,0.0896456,0.861373,3.08406,-0.432598,1.3962,1.21426,0.761378,0.737876,-0.0215053,
0,0.1,1,-0.0112648,0.877424,-0.353145,-0.324482,3.00556,-0.0965033,0.893568,0.564698,-1.456,-0.67931,0.216585,
0,0.1,1,-0.240438,0.807583,-0.538418,0.0103137,3.12404,-0.155784,1.3962,0.68068,-1.16168,-0.511342,-0.0408434,
0,0.1,1,-0.432279,0.68054,-0.419986,0.416667,3.10901,-0.164797,1.3962,0.709672,-0.12024,-0.332277,0.244573,
0,0.1,1,-0.573216,0.511296,-0.0173418,0.640078,3.13855,-0.129199,1.36828,0.611631,0.656054,0.347,0.636823,
0,0.1,1,-0.458123,0.0110889,-0.37481,0.805927,2.96096,-0.0969404,1.08904,0.604332,1.55951,-0.498526,-0.203532,
0,0.2,-0.2,0.084824,0.750203,0.627113,0.19165,-0.0199308,0.00913264,-1.31243,0.0873438,-1.46069,-0.207595,-0.215139,
0,0.2,-0.1,-0.587802,0.710274,0.365781,-0.127295,-0.521046,-0.233649,0.41886,1.10294,1.5523,-0.32717,-0.252374,
0,0.2,-0.1,0.732097,-0.504018,-0.209016,0.407814,-0.523238,-0.221714,0.41886,1.15295,0.739592,-0.36518,-0.259932,
0,0.2,-0.1,-0.116554,0.704567,0.62546,-0.314325,-0.0643352,-0.560947,1.3962,1.2023,0.997057,-0.00255336,0.550216,
0,0.2,-0.1,0.286015,-0.606791,-0.2493,0.698462,-0.0827282,-0.575024,1.3962,1.11165,-0.0469363,0.251002,0.125942,
0,0.2,-0.1,0.410377,-0.470735,0.318076,0.713322,-0.496719,0.0492698,-0.251316,0.957727,-0.0689981,0.736364,0.782434,
0,0.2,-0.1,0.549896,0.218207,-0.0961681,0.80047,-0.473611,-0.0134341,-0.083772,1.16126,-0.00590206,-1.16318,0.395683,
0,0.2,0,-0.587802,0.710274,0.365781,-0.127295,-0.52216,-0.625399,0.893568,1.65775,1.29349,-0.768766,0.0197361,
0,0.2,0,0.286015,-0.606791,-0.2493,0.698462,-0.115824,-0.825722,1.3962,1.66355,-0.0657309,-0.0481434,0.09133,
0,0.2,0.1,-0.587802,0.710274,0.365781,-0.127295,-0.51327,-0.843097,1.06111,2.09653,1.49669,-1.0066,0.372733,
0,0.2,0.2,0.286015,-0.606791,-0.2493,0.698462,-0.146167,-1.17841,1.3962,2.49107,-0.119661,-0.519482,-2.61765e-05,
0,0.2,0.2,0.042146,-0.219599,0.509645,0.83082,-0.507024,-1.03418,1.17281,2.31907,-1.16328,1.0309,0.151339,
0,0.2,0.6,-0.135742,0.975487,0.0644285,0.160776,3.07055,-1.24445,1.3962,2.49021,-1.23111,-0.202568,0.515423,
0,0.2,0.6,0.844791,0.310368,-0.426841,-0.0883543,2.14731,0.855534,-0.446784,2.5998,-0.788888,-0.100487,-0.256548,
0,0.2,0.6,0.700479,0.509244,-0.424114,0.264815,1.91893,0.0202778,0.055848,2.52559,-0.485485,0.360472,-0.20852,
0,0.2,0.6,0.512994,0.653328,-0.137939,0.539419,1.97539,-0.0846832,-0.111696,2.44248,-0.731097,0.348732,0.768524,
0,0.2,0.6,-0.432279,0.68054,-0.419986,0.416667,2.73975,-1.00086,0.949416,2.71227,0.0470996,-1.45811,0.49575,
0,0.2,0.6,0.30112,0.734389,0.297968,0.530297,2.74242,-1.08545,1.11696,2.37817,-0.865466,1.0011,0.781499,
0,0.2,0.6,0.637035,0.0647065,-0.592918,0.488312,2.09809,0.577684,-0.335088,2.41943,0.2979,0.837932,-0.241104,
0,0.2,0.6,-0.143417,-0.591127,0.78482,-0.118565,2.07601,0.0497587,0.027924,2.7076,0.207214,-1.26389,-0.113042,
0,0.2,0.6,0.549896,0.218207,-0.0961681,0.80047,2.09818,-0.157532,-0.027924,2.36687,-0.10983,1.3484,0.347194,
0,0.2,0.6,-0.0214381,0.556364,-0.50836,0.65694,1.96655,-0.108041,-0.167544,2.62867,0.566296,-0.0665,0.777575,
0,0.2,0.6,-0.154929,0.475391,0.0896456,0.861373,3.08048,-1.26154,1.3962,2.53968,0.4768,0.296224,0.272571,
0,0.2,0.6,-0.375034,-0.0966935,0.296105,0.87311,3.12713,-1.17105,1.36828,2.65525,1.3973,0.726495,0.73547,
0,0.2,0.6,-0.120001,-0.124899,0.946332,-0.272866,2.00684,0.538698,-0.13962,2.55027,1.22568,-0.400393,-0.206227,
0,0.2,0.7,-0.135742,0.975487,0.0644285,0.160776,3.05518,-1.06485,1.3962,2.10526,-1.15914,-0.138928,0.71811,
0,0.2,0.7,0.844791,0.310368,-0.426841,-0.0883543,2.21363,0.619162,-0.363012,2.21604,-0.827766,0.236334,-0.241467,
0,0.2,0.7,0.700479,0.509244,-0.424114,0.264815,2.36955,0.748379,-0.753948,2.14018,-0.487742,0.0362135,0.781092,
0,0.2,0.7,0.512994,0.653328,-0.137939,0.539419,2.13743,-0.210459,0.055848,2.05067,-0.743448,0.642682,0.783852,
0,0.2,0.7,-0.432279,0.68054,-0.419986,0.416667,2.58101,-0.871745,0.781872,2.32629,0.358051,-1.08401,0.754224,
0,0.2,0.7,0.637035,0.0647065,-0.592918,0.488312,2.31006,0.588245,-0.502632,2.02201,0.313185,1.09359,-0.217752,
0,0.2,0.7,-0.143417,-0.591127,0.78482,-0.118565,2.12819,0.0506673,-1.17961e-16,2.32042,0.111223,-0.930436,-0.196509,
0,0.2,0.7,-0.0214381,0.556364,-0.50836,0.65694,2.08713,-0.0912324,-0.083772,2.24844,0.648083,0.137322,0.609453,
0,0.2,0.7,-0.154929,0.475391,0.0896456,0.861373,3.05871,-1.08637,1.3962,2.15866,0.55692,0.485247,0.172647,
0,0.2,0.8,0.930077,0.0704029,-0.204894,-0.296679,2.50407,0.629457,-0.586404,1.83588,-1.46561,0.609367,-0.16999,
0,0.2,0.8,0.844791,0.310368,-0.426841,-0.0883543,2.51086,0.67008,-0.6981,1.79588,-0.822331,0.244622,0.0858069,
0,0.2,0.8,0.700479,0.509244,-0.424114,0.264815,2.473,0.564728,-0.6981,1.71046,-0.523697,0.319164,0.77726,
0,0.2,0.8,-0.240438,0.807583,-0.538418,0.0103137,2.41485,-0.348871,0.251316,1.90264,0.116033,-1.35596,0.639769,
0,0.2,0.8,0.512994,0.653328,-0.137939,0.539419,2.65297,-0.677931,0.949416,1.60591,-0.346327,1.30244,-0.201369,
0,0.2,0.8,-0.432279,0.68054,-0.419986,0.416667,2.59859,-0.689922,0.726024,1.91689,0.438202,-0.782702,0.765807,
0,0.2,0.8,0.637035,0.0647065,-0.592918,0.488312,2.6074,0.587684,-0.809796,1.56971,0.0882936,1.38123,0.139269,
0,0.2,0.8,-0.143417,-0.591127,0.78482,-0.118565,2.27201,0.0307324,-1.17961e-16,1.90986,0.0580593,-0.665771,-0.250572,
0,0.2,0.8,-0.0214381,0.556364,-0.50836,0.65694,2.27628,-0.314912,0.195468,1.83359,0.603598,0.142985,0.207639,
0,0.2,0.8,-0.154929,0.475391,0.0896456,0.861373,3.06235,-0.8877,1.3962,1.73361,0.665344,0.681663,0.0298762,
0,0.2,0.9,0.237461,0.879552,-0.0269431,-0.411429,2.60966,0.133246,-0.446784,1.22914,-0.850966,-1.47335,0.611418,
0,0.2,0.9,0.844791,0.310368,-0.426841,-0.0883543,2.67577,0.481182,-0.726024,1.28925,-0.942865,0.46897,0.27376,
0,0.2,0.9,-0.0112648,0.877424,-0.353145,-0.324482,2.58588,0.0127489,-0.195468,1.34298,-0.108579,-1.41363,0.740218,
0,0.2,0.9,0.700479,0.509244,-0.424114,0.264815,2.59802,0.307894,-0.530556,1.1772,-0.697899,0.669979,0.779826,
0,0.2,0.9,-0.240438,0.807583,-0.538418,0.0103137,2.58524,-0.257642,0.27924,1.42328,0.132767,-1.05647,0.611671,
0,0.2,0.9,-0.432279,0.68054,-0.419986,0.416667,2.66351,-0.454221,0.614328,1.44041,0.576064,-0.454808,0.769573,
0,0.2,0.9,-0.573216,0.511296,-0.0173418,0.640078,3.10543,-0.657998,1.3962,1.38645,0.540891,0.1427,0.784159,
0,0.2,0.9,-0.143417,-0.591127,0.78482,-0.118565,2.47088,0.0404094,-0.027924,1.43137,0.0706962,-0.385065,-0.246103,
0,0.2,0.9,-0.0214381,0.556364,-0.50836,0.65694,2.62774,-0.482732,0.6981,1.33849,0.39167,0.201956,-0.244686,
0,0.2,0.9,0.496295,-0.15392,0.795586,-0.311516,2.68601,-0.352621,0.753948,1.33166,1.55662,-1.40579,0.594209,
0,0.2,0.9,-0.154929,0.475391,0.0896456,0.861373,3.08421,-0.643595,1.3962,1.20979,0.883266,0.892562,-0.235397,
0,0.2,0.9,-0.458123,0.0110889,-0.37481,0.805927,2.81993,-0.611963,1.11696,1.3852,1.56714,-0.503578,0.0933241,
0,0.2,1,0.844791,0.310368,-0.426841,-0.0883543,2.99874,0.232632,-1.03319,0.447122,-1.0324,0.644053,0.783926,
0,0.2,1,-0.0112648,0.877424,-0.353145,-0.324482,3.01976,-0.297919,0.97734,0.578039,-1.4697,-0.730302,0.409367,
0,0.2,1,-0.240438,0.807583,-0.538418,0.0103137,2.85407,0.0232113,-0.195468,0.733915,0.746701,-0.574503,0.781699,
0,0.2,1,-0.432279,0.68054,-0.419986,0.416667,3.05998,-0.365045,1.25658,0.763993,-0.00276942,-0.186203,0.343522,
0,0.2,1,-0.573216,0.511296,-0.0173418,0.640078,3.13437,-0.336797,1.36828,0.665775,0.662985,0.48385,0.562075,
0,0.2,1,-0.322719,-0.570835,0.617807,0.433952,2.93788,0.265644,-0.893568,0.792519,-0.255907,-0.542911,-0.257475,
0,0.2,1,-0.143417,-0.591127,0.78482,-0.118565,2.77448,0.0430703,-0.083772,0.747529,0.107364,-0.00304556,-0.25126,
0,0.2,1,-0.0214381,0.556364,-0.50836,0.65694,2.83398,-0.115289,0.223392,0.567872,0.914365,0.694784,-0.260444,
0,0.3,-0.1,0.732097,-0.504018,-0.209016,0.407814,-0.518681,-0.0402148,-0.363012,1.08655,1.28975,0.187816,0.017452,
0,0.3,-0.1,0.809288,-0.273956,0.147917,0.498117,-0.521781,-0.0465623,-0.307164,1.07097,0.390566,0.108827,-0.107132,
0,0.3,-0.1,-0.116554,0.704567,0.62546,-0.314325,-0.0609516,-0.73019,1.3962,1.1136,0.983542,0.150112,0.344813,
0,0.3,-0.1,0.286015,-0.606791,-0.2493,0.698462,-0.0888108,-0.715359,1.36828,0.980697,-0.073016,0.518376,0.177491,
0,0.3,-0.1,0.637035,0.0647065,-0.592918,0.488312,-0.117519,-0.582131,1.14488,1.01657,0.000151768,-1.40395,0.527253,
0,0.3,-0.1,0.410377,-0.470735,0.318076,0.713322,-0.467011,-0.290059,0.055848,0.832255,-0.513725,0.800746,0.774297,
0,0.3,-0.1,0.549896,0.218207,-0.0961681,0.80047,-0.442135,-0.216303,-0.13962,1.05773,0.138623,-1.10383,0.721596,
0,0.3,-0.1,0.427302,0.327739,0.505037,0.674491,-0.521379,-0.100916,-0.307164,1.10153,-1.26899,-0.472244,-0.057631,
0,0.3,0,0.732097,-0.504018,-0.209016,0.407814,-0.511098,0.314759,-0.893568,1.63461,1.53551,0.586416,0.437405,
0,0.3,0,-0.116554,0.704567,0.62546,-0.314325,-0.0893668,-1.01399,1.3962,1.64974,0.934458,-0.00869226,0.543615,
0,0.3,0,0.286015,-0.606791,-0.2493,0.698462,-0.116302,-1.02607,1.3962,1.55016,-0.103235,0.261624,0.115967,
0,0.3,0,0.410377,-0.470735,0.318076,0.713322,-0.521681,-0.850722,0.865644,1.45871,-0.645048,0.867211,-0.118104,
0,0.3,0,0.481371,-0.313499,0.757359,0.310495,-0.482255,0.310085,-0.865644,1.40886,-0.73483,0.65467,0.721496,
0,0.3,0,0.427302,0.327739,0.505037,0.674491,-0.463211,0.299036,-0.949416,1.64182,-0.757656,-1.10039,-0.0408535,
0,0.3,0.1,-0.116554,0.704567,0.62546,-0.314325,-0.102805,-1.26645,1.3962,2.06728,0.909417,-0.128273,0.663942,
0,0.3,0.1,0.286015,-0.606791,-0.2493,0.698462,-0.144541,-1.29614,1.3962,1.97398,-0.12407,0.110409,0.065428,
0,0.3,0.2,-0.116554,0.704567,0.62546,-0.314325,-0.105337,-1.54192,1.3962,2.42036,0.881356,-0.203877,0.708621,
0,0.3,0.3,0.817517,-0.0408083,0.498564,0.285366,-0.517519,0.272368,-1.20073,2.76651,0.0912766,-1.15197,0.255886,
0,0.3,0.4,-0.432279,0.68054,-0.419986,0.416667,-0.505522,-0.146693,-1.36828,2.69439,0.0658714,0.620409,-0.250926,
0,0.3,0.4,-0.143417,-0.591127,0.78482,-0.118565,-0.00365975,-0.0746199,-1.36828,2.78744,-1.47275,0.437267,0.0166812,
0,0.3,0.4,0.549896,0.218207,-0.0961681,0.80047,1.41392,-0.534185,-1.34035,2.73409,-1.167,1.34078,0.158586,
0,0.3,0.5,0.700479,0.509244,-0.424114,0.264815,1.90555,-0.0896579,-0.97734,2.74369,-1.4643,-0.0907062,-0.177542,
0,0.3,0.5,0.809288,-0.273956,0.147917,0.498117,2.61768,-0.0199783,-0.809796,2.65671,-0.927105,1.44035,-0.16647,
0,0.3,0.5,0.512994,0.653328,-0.137939,0.539419,1.64799,-0.409245,-0.809796,2.58689,-1.47951,0.350348,0.775995,
0,0.3,0.5,0.637035,0.0647065,-0.592918,0.488312,2.58166,0.27322,-1.31243,2.69973,-0.520537,-0.0170144,0.212511,
0,0.3,0.5,-0.0214381,0.556364,-0.50836,0.65694,1.6029,-0.420264,-1.14488,2.67635,-0.419619,-0.0195098,0.761539,
0,0.3,0.5,-0.154929,0.475391,0.0896456,0.861373,0.92517,-0.976918,-1.22866,2.57568,-0.177526,1.11872,0.708751,
0,0.3,0.5,-0.458123,0.0110889,-0.37481,0.805927,1.82361,-0.357427,-1.25658,2.72155,0.674755,0.895141,0.69196,
0,0.3,0.5,-0.146575,-0.385377,-0.753727,0.511758,2.32184,0.142975,-1.20073,2.66273,1.36054,0.329327,-0.255258,
0,0.3,0.5,-0.275142,0.233017,0.931199,-0.0535653,2.86775,0.307351,-1.25658,2.77125,1.09686,-0.505022,0.134983,
0,0.3,0.5,0.240912,-0.109369,-0.658095,0.704919,2.50967,0.164501,-1.36828,2.63024,0.0190197,0.606369,0.450691,
0,0.3,0.6,0.700479,0.509244,-0.424114,0.264815,2.10795,0.136638,-0.6981,2.44591,-1.02854,-0.0935377,0.16599,
0,0.3,0.6,0.512994,0.653328,-0.137939,0.539419,1.81731,-0.552683,-0.335088,2.30384,-1.20479,0.641545,0.785322,
0,0.3,0.6,-0.432279,0.68054,-0.419986,0.416667,0.314608,-1.44033,-1.36828,2.53733,-0.348282,-0.6301,0.161542,
0,0.3,0.6,0.637035,0.0647065,-0.592918,0.488312,2.63865,0.515404,-1.17281,2.36379,-0.3664,0.473377,0.462671,
0,0.3,0.6,-0.143417,-0.591127,0.78482,-0.118565,2.11751,-0.107054,-0.670176,2.59545,0.106527,-1.21391,0.500609,
0,0.3,0.6,-0.0214381,0.556364,-0.50836,0.65694,1.85197,-0.379551,-0.614328,2.45305,0.0552124,0.092511,0.717602,
0,0.3,0.6,-0.154929,0.475391,0.0896456,0.861373,0.309383,-1.46452,-1.36828,2.34235,0.677473,0.798622,-0.135774,
0,0.3,0.6,-0.458123,0.0110889,-0.37481,0.805927,1.71482,-0.579409,-0.502632,2.49964,1.54217,0.402535,0.258298,
0,0.3,0.6,0.240912,-0.109369,-0.658095,0.704919,2.69499,0.432193,-1.31243,2.32455,0.178081,1.13809,0.551155,
0,0.3,0.6,-0.120001,-0.124899,0.946332,-0.272866,2.63535,0.537878,-1.17281,2.5167,0.967537,0.0207708,0.45955,
0,0.3,0.7,0.844791,0.310368,-0.426841,-0.0883543,2.52047,0.489814,-0.893568,2.19012,-1.00551,-0.179694,-0.252494,
0,0.3,0.7,0.700479,0.509244,-0.424114,0.264815,2.56915,0.471526,-1.06111,2.0835,-0.623157,-0.261099,0.763067,
0,0.3,0.7,-0.240438,0.807583,-0.538418,0.0103137,2.13702,-0.729207,-0.083772,2.19875,-0.292509,-1.37708,0.632121,
0,0.3,0.7,0.512994,0.653328,-0.137939,0.539419,2.08325,-0.736647,0.111696,1.94485,-1.1858,0.988362,0.779372,
0,0.3,0.7,-0.432279,0.68054,-0.419986,0.416667,3.03765,-1.38695,1.3962,2.21345,-0.324745,-0.605872,0.137033,
0,0.3,0.7,0.637035,0.0647065,-0.592918,0.488312,2.35298,0.245851,-0.614328,1.98028,0.0258989,0.918493,-0.214268,
0,0.3,0.7,-0.143417,-0.591127,0.78482,-0.118565,2.16709,-0.0750912,-0.41886,2.25055,0.0614147,-0.905357,0.19654,
0,0.3,0.7,-0.0214381,0.556364,-0.50836,0.65694,2.08779,-0.250131,-0.41886,2.12682,0.299855,0.291745,0.738586,
0,0.3,0.7,-0.154929,0.475391,0.0896456,0.861373,3.04664,-1.36548,1.3962,2.01261,0.737538,0.806187,-0.176714,
0,0.3,0.7,-0.458123,0.0110889,-0.37481,0.805927,2.79335,-1.35814,1.31243,2.17239,1.41174,-0.758624,0.15996,
0,0.3,0.7,-0.120001,-0.124899,0.946332,-0.272866,2.45579,0.449296,-0.809796,2.14206,1.02162,-0.0462258,-0.040812,
0,0.3,0.8,0.710471,0.667256,0.222215,-0.0249101,2.71151,0.365752,-1.08904,1.57128,-1.46995,-1.22363,0.781765,
0,0.3,0.8,0.844791,0.310368,-0.426841,-0.0883543,2.67333,0.473003,-0.97734,1.77448,-0.88747,-0.0326942,0.0397681,
0,0.3,0.8,0.700479,0.509244,-0.424114,0.264815,2.56104,0.333891,-0.865644,1.66155,-0.646252,0.113789,0.779199,
0,0.3,0.8,-0.240438,0.807583,-0.538418,0.0103137,2.35941,-0.60746,0.111696,1.81064,-0.0485421,-1.16833,0.748423,
0,0.3,0.8,-0.432279,0.68054,-0.419986,0.416667,3.0464,-1.12836,1.3962,1.82648,-0.252406,-0.486824,0.209853,
0,0.3,0.8,-0.573216,0.511296,-0.0173418,0.640078,3.09539,-1.11,1.3962,1.77876,0.474971,0.18578,0.749872,
0,0.3,0.8,0.637035,0.0647065,-0.592918,0.488312,2.55315,0.248547,-0.6981,1.53178,0.0593225,1.21654,-0.124143,
0,0.3,0.8,-0.143417,-0.591127,0.78482,-0.118565,2.32213,-0.0201312,-0.363012,1.85443,0.160418,-0.632947,0.165635,
0,0.3,0.8,-0.0214381,0.556364,-0.50836,0.65694,2.27474,-0.22962,-0.27924,1.73213,0.468257,0.483152,0.585229,
0,0.3,0.8,-0.154929,0.475391,0.0896456,0.861373,2.98393,-1.08074,1.2845,1.60589,0.865999,0.950159,-0.250919,
0,0.3,0.8,-0.458123,0.0110889,-0.37481,0.805927,2.42284,-0.939449,0.642252,1.7805,1.56314,-0.31655,0.0557306,
0,0.3,0.8,-0.120001,-0.124899,0.946332,-0.272866,2.67256,0.463724,-0.97734,1.71888,1.16636,0.207577,-0.260606,
0,0.3,0.9,0.237461,0.879552,-0.0269431,-0.411429,2.61635,-0.17753,-0.335088,1.09396,-1.00359,-1.47717,0.764717,
0,0.3,0.9,0.844791,0.310368,-0.426841,-0.0883543,2.81358,0.344179,-1.03319,1.26741,-0.866063,0.180721,0.29187,
0,0.3,0.9,-0.0112648,0.877424,-0.353145,-0.324482,2.59896,-0.314597,-0.083772,1.22233,-0.42771,-1.35173,0.761678,
0,0.3,0.9,0.700479,0.509244,-0.424114,0.264815,2.60921,0.0659081,-0.530556,1.12398,-0.884855,0.557107,0.78074,
0,0.3,0.9,-0.240438,0.807583,-0.538418,0.0103137,2.58742,-0.473389,0.223392,1.33336,0.0594309,-0.90658,0.758076,
0,0.3,0.9,-0.432279,0.68054,-0.419986,0.416667,3.0676,-0.86285,1.3962,1.35273,-0.191674,-0.285768,0.279169,
0,0.3,0.9,-0.573216,0.511296,-0.0173418,0.640078,3.1076,-0.839449,1.3962,1.29341,0.544425,0.380193,0.647368,
0,0.3,0.9,-0.322719,-0.570835,0.617807,0.433952,2.88358,0.299442,-1.08904,1.38518,-0.0471446,-1.10219,-0.0865493,
0,0.3,0.9,-0.143417,-0.591127,0.78482,-0.118565,2.53798,0.0278328,-0.41886,1.37787,0.282541,-0.332614,0.159394,
0,0.3,0.9,-0.0214381,0.556364,-0.50836,0.65694,2.63123,-0.672419,0.670176,1.23516,0.257531,0.433437,-0.248579,
0,0.3,0.9,0.496295,-0.15392,0.795586,-0.311516,2.52414,-0.270529,0.13962,1.30797,1.56267,-0.89045,0.299377,
0,0.3,0.9,-0.458123,0.0110889,-0.37481,0.805927,2.66411,-0.717761,0.781872,1.29486,1.55799,-0.276769,-0.171718,
0,0.3,1,0.930077,0.0704029,-0.204894,-0.296679,3.09278,0.11472,-1.36828,0.531628,-1.37609,0.266605,0.482944,
0,0.3,1,0.844791,0.310368,-0.426841,-0.0883543,3.06547,0.0550765,-1.36828,0.39602,-0.723727,0.451705,0.759252,
0,0.3,1,-0.240438,0.807583,-0.538418,0.0103137,2.90654,-0.262207,0.111696,0.590267,0.333249,-0.488159,0.775831,
0,0.3,1,-0.432279,0.68054,-0.419986,0.416667,3.04563,-0.482235,1.14488,0.629361,0.0644723,0.0651343,0.426877,
0,0.3,1,-0.573216,0.511296,-0.0173418,0.640078,3.14129,-0.444358,1.34035,0.501245,0.772066,0.713832,0.386689,
0,0.3,1,-0.322719,-0.570835,0.617807,0.433952,3.07829,0.0965286,-1.31243,0.686731,0.222366,-0.657074,0.0162159,
0,0.3,1,-0.143417,-0.591127,0.78482,-0.118565,2.83533,-0.0463852,-0.446784,0.666268,0.331014,0.057874,0.0310557,
0,0.3,1,-0.0214381,0.556364,-0.50836,0.65694,2.92513,-0.227565,-0.055848,0.34169,1.12608,0.97149,-0.258334,
0,0.4,-0.1,0.732097,-0.504018,-0.209016,0.407814,-0.478099,-0.389889,-0.083772,0.865696,0.884328,0.203559,-0.0893481,
0,0.4,-0.1,0.809288,-0.273956,0.147917,0.498117,-0.416837,-0.190257,-0.530556,0.863339,0.413625,0.253109,0.0999638,
0,0.4,-0.1,0.817517,-0.0408083,0.498564,0.285366,-0.229033,-0.0064708,-1.03319,0.816455,0.152009,0.395497,-0.108422,
0,0.4,-0.1,-0.116554,0.704567,0.62546,-0.314325,-0.0482621,-0.812371,1.3962,0.869145,1.03532,0.340793,0.0736984,
0,0.4,-0.1,0.286015,-0.606791,-0.2493,0.698462,-0.134179,-0.735098,1.14488,0.655861,-0.0393056,0.864842,0.362698,
0,0.4,-0.1,0.637035,0.0647065,-0.592918,0.488312,-0.137768,-0.668396,1.00526,0.813408,0.288576,-1.10128,0.767607,
0,0.4,-0.1,0.549896,0.218207,-0.0961681,0.80047,-0.349392,-0.490605,0.055848,0.786487,-0.122234,-0.93397,0.784255,
0,0.4,-0.1,0.427302,0.327739,0.505037,0.674491,-0.136168,-0.0462431,-1.34035,0.860259,0.0736033,-0.876489,0.632852,
0,0.4,-0.1,0.286396,0.384678,0.865462,0.144829,-0.13515,0.0473256,-1.25658,0.923278,-1.22141,0.0380795,-0.162384,
0,0.4,0,0.732097,-0.504018,-0.209016,0.407814,-0.508739,0.00376599,-0.893568,1.45172,1.30226,0.582004,0.511075,
0,0.4,0,0.809288,-0.273956,0.147917,0.498117,-0.521864,0.0188325,-0.865644,1.45502,0.571,0.0475518,0.50845,
0,0.4,0,0.817517,-0.0408083,0.498564,0.285366,-0.361254,0.160449,-1.06111,1.43837,0.11949,-0.00604945,-0.00404402,
0,0.4,0,-0.116554,0.704567,0.62546,-0.314325,-0.0887921,-1.15574,1.3962,1.44528,0.935681,0.19776,0.266723,
0,0.4,0,0.286015,-0.606791,-0.2493,0.698462,-0.112406,-1.13568,1.3962,1.31117,-0.146827,0.604807,0.170258,
0,0.4,0,0.637035,0.0647065,-0.592918,0.488312,-0.23734,-1.01483,1.06111,1.42872,0.0931511,-1.39023,0.736383,
0,0.4,0,0.410377,-0.470735,0.318076,0.713322,-0.512715,-0.973298,0.83772,1.23184,-1.1132,1.03142,0.359764,
0,0.4,0,0.549896,0.218207,-0.0961681,0.80047,-0.486338,-1.02944,0.6981,1.39093,-1.47759,-0.816079,0.0359436,
0,0.4,0,0.481371,-0.313499,0.757359,0.310495,-0.398588,0.0764403,-1.00526,1.2492,-0.804491,0.504125,0.773912,
0,0.4,0,0.427302,0.327739,0.505037,0.674491,-0.246694,0.091768,-1.2845,1.44139,-0.0388427,-1.29583,0.606943,
0,0.4,0.1,0.817517,-0.0408083,0.498564,0.285366,-0.382148,0.237726,-1.17281,1.87329,0.154609,-0.343439,0.162505,
0,0.4,0.1,-0.116554,0.704567,0.62546,-0.314325,-0.116558,-1.45991,1.3962,1.84657,0.882746,0.11225,0.328125,
0,0.4,0.1,0.286015,-0.606791,-0.2493,0.698462,-0.155309,-1.44927,1.3962,1.72771,-0.157671,0.506339,0.106031,
0,0.4,0.1,0.410377,-0.470735,0.318076,0.713322,-0.507967,-1.34834,1.11696,1.67703,-0.87287,1.1694,-0.17834,
0,0.4,0.1,0.481371,-0.313499,0.757359,0.310495,-0.356217,0.222312,-1.25658,1.72219,-0.662134,0.0817364,0.708986,
0,0.4,0.2,0.88369,-0.457266,0.0795693,-0.06057,-0.500856,0.167223,-1.22866,2.08264,0.961171,0.49427,0.0529145,
0,0.4,0.2,0.817517,-0.0408083,0.498564,0.285366,-0.495859,0.143973,-1.17281,2.2206,0.0107324,-0.735299,0.147934,
0,0.4,0.2,0.481371,-0.313499,0.757359,0.310495,-0.360956,0.210049,-1.36828,2.08852,-0.722928,-0.275627,0.549121,
0,0.4,0.3,0.944954,-0.192515,0.041596,-0.261285,-0.36468,0.0736319,-1.36828,2.36593,1.20707,-0.042542,0.0706795,
0,0.4,0.3,0.817517,-0.0408083,0.498564,0.285366,-0.493288,-0.0915955,-1.36828,2.48052,-0.0572053,-1.22285,0.290491,
0,0.4,0.3,-0.432279,0.68054,-0.419986,0.416667,-0.332096,-0.0505404,-1.36828,2.15035,-0.00559152,1.22956,-0.0263943,
0,0.4,0.3,0.410377,-0.470735,0.318076,0.713322,3.13218,-1.10168,-1.36828,2.23273,-0.881293,1.33955,-0.142107,
0,0.4,0.5,0.637035,0.0647065,-0.592918,0.488312,2.52017,-0.100823,-1.36828,2.40866,-0.65283,-0.0183954,0.107083,
